,NOSE_X,NOSE_Y,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,id,vitesse
0,0.5208527445793152,0.1770347505807876,0.5233117938041687,0.160340741276741,0.5286551713943481,0.1596481055021286,0.5335246324539185,0.1592623591423034,0.505614697933197,0.1660280674695968,0.4992292821407318,0.1689157485961914,0.4939745366573334,0.1713012009859085,0.5393474698066711,0.1720232814550399,0.4867008328437805,0.1876312345266342,0.5337182283401489,0.2014629989862442,0.5123322010040283,0.2078337967395782,0.6113799214363098,0.3286404013633728,0.4580848217010498,0.3345173001289367,0.6370078325271606,0.5047938823699951,0.4446097314357757,0.5010758638381958,0.6452978849411011,0.6615053415298462,0.4410647749900818,0.6487022042274475,0.6520945429801941,0.7111499905586243,0.436494767665863,0.6946011185646057,0.6368139982223511,0.7098444700241089,0.4500560760498047,0.6928178668022156,0.6312755346298218,0.6965219378471375,0.4567524492740631,0.6806720495223999,0.5894929766654968,0.6671303510665894,0.4936030507087707,0.6701439619064331,0.5847736597061157,0.912571668624878,0.499631255865097,0.9130579233169556,0.592271089553833,1.1100471019744873,0.5063199996948242,1.0951170921325684,0.5904775857925415,1.133196234703064,0.5128437280654907,1.1186738014221191,0.5931323766708374,1.1893495321273804,0.4990748465061188,1.1707359552383425,0,LENT
1,0.506625771522522,0.2181528508663177,0.5102199912071228,0.1951719224452972,0.5160486698150635,0.1935758292675018,0.52167809009552,0.1921510994434356,0.4940259456634521,0.2005396783351898,0.4900150895118713,0.2025461941957473,0.4857204854488373,0.2048008888959884,0.5339371562004089,0.1971867829561233,0.4831458628177643,0.2150273472070694,0.5224584937095642,0.2375002801418304,0.5015625357627869,0.2409199029207229,0.6069247722625732,0.3285905420780182,0.4593639969825744,0.3373250365257263,0.6349318027496338,0.5025151968002319,0.4472586512565613,0.5039020776748657,0.643962562084198,0.6579132676124573,0.4425269663333893,0.6510995030403137,0.6510748267173767,0.7073829770088196,0.4381937384605407,0.697889506816864,0.6363107562065125,0.7055760025978088,0.4504692554473877,0.6961332559585571,0.6306877732276917,0.6926144361495972,0.4566860198974609,0.6831919550895691,0.5881582498550415,0.6653282642364502,0.4933798909187317,0.6699294447898865,0.583895206451416,0.9096214771270752,0.4989908337593078,0.9094831347465516,0.5901787877082825,1.1054338216781616,0.5022187829017639,1.085500717163086,0.5909678936004639,1.1270949840545654,0.509671688079834,1.1116288900375366,0.5827417969703674,1.1900458335876465,0.487058162689209,1.1579734086990356,0,LENT
2,0.5099554061889648,0.1907132565975189,0.5169488191604614,0.1715101897716522,0.523411214351654,0.170710802078247,0.5294221639633179,0.1704508513212204,0.4975302815437317,0.1754631996154785,0.4923009276390075,0.1771452724933624,0.4883129000663757,0.1788142770528793,0.5395774841308594,0.1789640337228775,0.4845885336399078,0.1934263706207275,0.5251600742340088,0.2139952182769775,0.5032936334609985,0.2186841070652008,0.608688235282898,0.3292487263679504,0.4562793374061584,0.3329129815101623,0.6351147890090942,0.4999811947345733,0.4459723532199859,0.501075029373169,0.6449624300003052,0.6587404608726501,0.4427170753479004,0.6475865244865417,0.6522569060325623,0.7087953686714172,0.4382115006446838,0.6938101053237915,0.6371187567710876,0.7071168422698975,0.4505352079868316,0.692035973072052,0.6314122080802917,0.694111168384552,0.4568565487861633,0.6791333556175232,0.5887730717658997,0.6660593748092651,0.493140697479248,0.6695329546928406,0.5840601325035095,0.90737384557724,0.4991448819637298,0.9071732759475708,0.5876151323318481,1.1002228260040283,0.502348780632019,1.0854729413986206,0.587951123714447,1.121354579925537,0.5093625783920288,1.110872507095337,0.5814634561538696,1.1835843324661257,0.4887703359127044,1.1577693223953247,0,LENT
3,0.4861984252929687,0.202477216720581,0.4854961335659027,0.1860476285219192,0.4900589883327484,0.1826157569885254,0.4948134422302246,0.1794942915439605,0.4721522331237793,0.1989795118570327,0.4674194753170013,0.2043121010065078,0.4625625014305115,0.2090755254030227,0.508161723613739,0.1866011470556259,0.4623440206050873,0.2249514460563659,0.5046706199645996,0.2158736139535904,0.4863342344760895,0.2283286154270172,0.6058680415153503,0.3168850839138031,0.4565549492835998,0.3420786261558532,0.6411076188087463,0.4847643673419952,0.4493310451507568,0.5145028829574585,0.6509120464324951,0.643712043762207,0.4444711208343506,0.6657608151435852,0.6580407619476318,0.6959250569343567,0.4409270286560058,0.712534487247467,0.6444540619850159,0.6957951188087463,0.4538615345954895,0.7122494578361511,0.6386726498603821,0.6817968487739563,0.4591142237186432,0.6999568343162537,0.5872931480407715,0.6635051965713501,0.4929753839969635,0.669135332107544,0.5848358273506165,0.9062146544456482,0.4992152750492096,0.9086524248123168,0.5928969979286194,1.1012427806854248,0.5006037354469299,1.0891131162643433,0.5927256941795349,1.1223087310791016,0.5070986151695251,1.112112522125244,0.5894445180892944,1.1829830408096311,0.4950485825538635,1.1680645942687988,0,LENT
4,0.4725098609924316,0.1816313862800598,0.4728266298770904,0.1747037321329116,0.4774239063262939,0.1730059087276458,0.482098639011383,0.1712507903575897,0.4605453610420227,0.1847868710756302,0.4563451409339905,0.1899239420890808,0.4522995054721832,0.1949877440929412,0.4969469606876373,0.1828961968421936,0.455001026391983,0.2130279242992401,0.4894377291202545,0.1921972632408142,0.4737156927585602,0.2024964392185211,0.6028153300285339,0.3086536824703216,0.4535220563411712,0.3436721265316009,0.645500898361206,0.4772689640522003,0.4531574845314026,0.5207172632217407,0.6567882895469666,0.6422382593154907,0.4540011286735534,0.6749834418296814,0.6642946004867554,0.6930062174797058,0.4526253640651703,0.7231048345565796,0.6511005163192749,0.6934921741485596,0.46689373254776,0.7215654253959656,0.644008219242096,0.6791210174560547,0.4716595113277435,0.707330584526062,0.5921703577041626,0.6628555059432983,0.5006774067878723,0.6718014478683472,0.5858536958694458,0.909998893737793,0.5030494332313538,0.9142573475837708,0.5960305333137512,1.0966668128967283,0.5094096660614014,1.0975148677825928,0.5947203040122986,1.1186572313308716,0.5147119164466858,1.1205118894577026,0.6002413630485535,1.1686755418777466,0.5075843930244446,1.1746703386306765,0,LENT
5,0.4647160172462463,0.2433639019727707,0.4637514948844909,0.2207387238740921,0.4679961800575256,0.2157627940177917,0.472046434879303,0.2109827250242233,0.4520348608493805,0.2336020767688751,0.4486271739006042,0.2371074557304382,0.4456326067447662,0.2402439415454864,0.4866600036621094,0.2096804529428482,0.4526046216487884,0.2440662384033203,0.4846081137657165,0.2509790956974029,0.4712186455726623,0.2623260021209717,0.6011497974395752,0.3071628510951996,0.4551692008972168,0.3529399037361145,0.6456531286239624,0.4678066372871399,0.454301655292511,0.5238599181175232,0.6583892107009888,0.6360890865325928,0.452796071767807,0.6789268851280212,0.665654718875885,0.6852596402168274,0.4505738317966461,0.726859986782074,0.6513292193412781,0.6871013045310974,0.464470773935318,0.7259033918380737,0.6449276208877563,0.6736744046211243,0.4696564674377441,0.7110308408737183,0.5927550792694092,0.664035975933075,0.500686526298523,0.6724773049354553,0.5872073173522949,0.9089652895927428,0.5037021636962891,0.913135290145874,0.5992387533187866,1.1117702722549438,0.5016652345657349,1.095432996749878,0.6031184196472168,1.1345444917678833,0.509392499923706,1.124114751815796,0.5861364603042603,1.1925452947616575,0.4843241572380066,1.1738744974136353,0,LENT
6,0.4732894897460937,0.2099919766187667,0.4713612496852875,0.1912679523229599,0.475935161113739,0.1875352263450622,0.4805639684200287,0.1835956126451492,0.4588014483451843,0.2059929817914962,0.4542773365974426,0.211677610874176,0.449805736541748,0.2169733047485351,0.4965918064117431,0.1863196641206741,0.4526027739048004,0.2296621799468994,0.4938706457614898,0.2221467494964599,0.4760929048061371,0.2354425489902496,0.6011450886726379,0.3050523996353149,0.4513540267944336,0.3447301685810089,0.644263505935669,0.4754723310470581,0.4515241980552673,0.5219349265098572,0.6491706967353821,0.6427828073501587,0.449808269739151,0.6760119199752808,0.6577950119972229,0.6955649852752686,0.4492221474647522,0.7242611050605774,0.6448926329612732,0.6959916949272156,0.4616104066371918,0.7225625514984131,0.6381365060806274,0.6829570531845093,0.4655183851718902,0.7094956040382385,0.5930433869361877,0.662702739238739,0.497671365737915,0.6705800294876099,0.5875175595283508,0.9072087407112122,0.5033261179924011,0.9133102297782898,0.5904342532157898,1.1079963445663452,0.5105417370796204,1.102589726448059,0.5915019512176514,1.1297967433929443,0.5179625153541565,1.1286922693252563,0.5860529541969299,1.1847370862960815,0.5043075680732727,1.1792948246002195,0,LENT
7,0.4761058390140533,0.1950015425682068,0.4764839708805084,0.1801442950963974,0.4810346066951751,0.1776975691318512,0.4862109720706939,0.1752893328666687,0.4636186957359314,0.1904416680335998,0.4597914218902588,0.195536658167839,0.4552980065345764,0.2005632519721985,0.5008387565612793,0.1832090765237808,0.457023948431015,0.2187192738056183,0.4937888085842132,0.2084890156984329,0.476387083530426,0.2192470580339431,0.6017696261405945,0.3082412779331207,0.4532849788665771,0.3433594107627868,0.642363429069519,0.4801701009273529,0.4510502219200134,0.5168184638023376,0.6490985751152039,0.6441036462783813,0.447976678609848,0.667305588722229,0.6571345329284668,0.6958869695663452,0.445294052362442,0.7159490585327148,0.6442781686782837,0.6944594979286194,0.4566114842891693,0.7144461870193481,0.637870192527771,0.6814500689506531,0.4617909789085388,0.7016758322715759,0.5913237929344177,0.6584396362304688,0.4952916204929352,0.6671109795570374,0.5850662589073181,0.9047152996063232,0.5021935105323792,0.9101032614707948,0.5868024230003357,1.099720478057861,0.5085919499397278,1.0995519161224363,0.5871251821517944,1.1210017204284668,0.5151456594467163,1.1240379810333252,0.5817787051200867,1.1774163246154783,0.50434410572052,1.1751469373703003,0,LENT
8,0.5062576532363892,0.2341700196266174,0.506197452545166,0.2191813588142395,0.5101344585418701,0.2166543751955032,0.5150337815284729,0.2145275026559829,0.4923007488250732,0.2306850403547287,0.487589031457901,0.2354809641838073,0.4820325374603271,0.2411428987979889,0.5277920961380005,0.2246848940849304,0.4799124300479889,0.2585150599479675,0.5252712368965149,0.2474496662616729,0.5036880970001221,0.2587291598320007,0.6140894889831543,0.3479194641113281,0.4695753157138824,0.3698975443840027,0.6363550424575806,0.5130987167358398,0.450056254863739,0.5352345705032349,0.650486946105957,0.659182608127594,0.43521648645401,0.6749962568283081,0.6599028706550598,0.7086068987846375,0.4208956658840179,0.7198207378387451,0.6477224826812744,0.7125217914581299,0.4335505068302154,0.7234205007553101,0.6396046876907349,0.6958886384963989,0.4405111670494079,0.707537829875946,0.5878018140792847,0.6284106373786926,0.4969174861907959,0.6348015069961548,0.5886391401290894,0.8750458359718323,0.5023574829101562,0.8813511729240417,0.5907226800918579,1.075435996055603,0.5093778371810913,1.0812965631484983,0.585263729095459,1.100649118423462,0.5150868892669678,1.1055017709732056,0.6015164256095886,1.1483957767486572,0.5073652267456055,1.161565899848938,1,LENT
9,0.5061445832252502,0.2371631562709808,0.5057768225669861,0.2214322686195373,0.5097607970237732,0.2184301018714904,0.514620840549469,0.2157312035560608,0.4917470812797546,0.2343924194574356,0.4868369698524475,0.2398258000612259,0.4812096059322357,0.2457120567560196,0.5272299647331238,0.2251156270503997,0.4791739583015442,0.2618614435195923,0.5252246260643005,0.2490770816802978,0.5034792423248291,0.2623114883899688,0.615180253982544,0.3466750383377075,0.4710543751716614,0.3709700405597687,0.6396415829658508,0.511229932308197,0.4521022439002991,0.5360576510429382,0.6515453457832336,0.6583607792854309,0.4358256459236145,0.6768248677253723,0.6605002880096436,0.7096789479255676,0.4221201837062835,0.7215576171875,0.647948145866394,0.712981104850769,0.4348499178886413,0.7254484295845032,0.6400884985923767,0.6962118148803711,0.4417349398136139,0.7101050019264221,0.5913462042808533,0.6324560046195984,0.5003050565719604,0.6384513974189758,0.5900234580039978,0.8780146837234497,0.5043381452560425,0.885887861251831,0.5920142531394958,1.0789947509765625,0.511305570602417,1.0815937519073486,0.5869562029838562,1.1052911281585691,0.5173143148422241,1.107072830200195,0.6029452681541443,1.1503664255142212,0.506118655204773,1.1628507375717163,1,LENT
